id_nutrition_log,log_date,meal_type,water_intake_ml,id_user,id_food,food_item,category,calories_kcal,protein_g,carbohydrates_g,fat_g
1014,2026-02-23,Snack,0,,421,Cinnamon Sugar (1 tsp),Condiment,20.0,0.0,5.0,0.0
1015,2026-02-23,Snack,240,,422,Horchata (1 cup),Beverage,140.0,2.0,25.0,3.0
1016,2026-02-23,Lunch,0,,423,Ceviche (1 cup fish),Meal/Fish,180.0,25.0,15.0,2.0
1017,2026-02-23,Lunch,0,,424,Red Onion (1/4 cup in ceviche),Vegetable,16.0,0.3,3.7,0.0
1018,2026-02-23,Lunch,0,,425,Cilantro (2 tbsp garnish),Condiment,1.0,0.1,0.0,0.0
1019,2026-02-23,Snack,0,,426,Corn Nuts (1 oz),Snack/Processed,130.0,2.0,23.0,4.0
1020,2026-02-23,Dinner,0,,427,Lomo Saltado (1.5 cups),Meal/Meat,500.0,35.0,45.0,22.0
1021,2026-02-23,Dinner,0,,428,French Fries (as side),Vegetable/Processed,200.0,2.0,25.0,10.0
1022,2026-02-23,Dinner,0,,429,Soy Sauce (1 tbsp in stir-fry),Condiment,9.0,1.0,1.0,0.0
1023,2026-02-23,Dinner,0,,430,Aji Amarillo Paste (1 tsp),Condiment,5.0,0.1,1.0,0.0
1024,2026-02-23,Snack,180,,431,Pisco Sour (1 drink),Beverage,250.0,1.0,25.0,0.0
1025,2026-02-23,Snack,0,,432,Egg White (in drink),Condiment,17.0,3.6,0.2,0.0
1026,2026-02-23,Snack,0,,433,Angostura Bitters (dash),Condiment,5.0,0.0,0.0,0.0
1027,2026-02-23,Snack,0,,434,Alfajores (1 cookie),Dessert,180.0,2.0,22.0,10.0
1028,2026-02-23,Snack,0,,435,Dulce de Leche (1 tbsp filling),Condiment,65.0,1.0,12.0,1.5
1029,2026-02-23,Snack,0,,436,Coconut (shredded garnish),Fruit,10.0,0.1,0.5,1.0
1030,2026-02-23,Breakfast,240,,437,Mate (1 cup),Beverage,5.0,0.2,1.0,0.0
1031,2026-02-23,Breakfast,0,,438,Media Luna (1 pastry),Grain,190.0,4.0,25.0,8.0
1032,2026-02-23,Dinner,0,,439,Chimichurri (1 tbsp),Condiment,45.0,0.1,0.5,4.5
1033,2026-02-23,Dinner,0,,440,Skirt Steak (4oz grilled),Protein/Meat,240.0,26.0,0.0,15.0
1034,2026-02-23,Dinner,0,,441,Provoleta (1 oz grilled cheese),Dairy,100.0,7.0,1.0,8.0
1035,2026-02-23,Dinner,0,,442,Oregano (1 tsp),Condiment,3.0,0.1,0.7,0.0
1036,2026-02-23,Lunch,0,,443,Empanada (Beef 1 medium),Meal/Processed,290.0,10.0,28.0,16.0
1037,2026-02-23,Dinner,0,,444,Chicken Milanesa (1 serving),Meal/Meat,450.0,35.0,30.0,22.0
1038,2026-02-23,Dinner,0,,445,Mashed Potatoes (side),Vegetable,150.0,3.0,25.0,4.0
1039,2026-02-23,Lunch,250,,446,Choripan (1 sandwich),Meal/Processed,550.0,20.0,40.0,35.0
1040,2026-02-23,Lunch,0,,447,Baguette (slice),Grain,70.0,2.5,14.0,0.5
1041,2026-02-23,Lunch,0,,439,Chimichurri (1 tbsp),Condiment,45.0,0.1,0.5,4.5
1042,2026-02-23,Dinner,250,,448,Pizza (Margherita 1 slice),Meal/Processed,250.0,12.0,30.0,10.0
1043,2026-02-23,Dinner,0,,449,Fresh Mozzarella (1 oz),Dairy,72.0,5.0,0.8,5.0
1044,2026-02-23,Dinner,0,,450,Basil (2 tbsp fresh),Condiment,1.0,0.1,0.1,0.0
1045,2026-02-23,Dinner,0,,451,Carbonara (1.5 cups),Meal/Pasta,650.0,25.0,60.0,35.0
1046,2026-02-23,Dinner,0,,452,Guanciale (1 oz),Protein/Meat,170.0,3.0,0.0,18.0
1047,2026-02-23,Dinner,0,,453,Pecorino Cheese (1 tbsp),Dairy,25.0,1.5,0.1,2.0
1048,2026-02-23,Dinner,0,,454,Black Pepper (1/4 tsp),Condiment,1.0,0.0,0.2,0.0
1049,2026-02-23,Dinner,0,,455,Egg Yolk (1 large in sauce),Protein,55.0,2.7,0.6,4.5
1050,2026-02-23,Snack,0,,456,Supplì (1 piece fried rice ball),Snack/Processed,200.0,8.0,25.0,8.0
1051,2026-02-23,Snack,150,,457,Aperol Spritz (1 drink),Beverage,180.0,0.0,20.0,0.0
1052,2026-02-23,Snack,0,,458,Prosecco (3 oz),Beverage,70.0,0.0,2.0,0.0
1053,2026-02-23,Snack,0,,459,Club Soda (2 oz),Beverage,0.0,0.0,0.0,0.0
1054,2026-02-23,Snack,0,,460,Orange Slice (garnish),Fruit,5.0,0.1,1.0,0.0
1055,2026-02-23,Dinner,500,,461,Tagliatelle al Ragù (Bolognese),Meal/Pasta,550.0,28.0,65.0,20.0
1056,2026-02-23,Dinner,0,,462,Ground Beef (2 oz in sauce),Protein/Meat,140.0,11.0,0.0,10.0
1057,2026-02-23,Dinner,0,,463,Pancetta (0.5 oz in sauce),Protein/Meat,45.0,1.5,0.0,4.5
1058,2026-02-23,Dinner,0,,464,Carrot (1/4 minced in sauce),Vegetable,10.0,0.2,2.4,0.1
1059,2026-02-23,Dinner,0,,465,Celery (1/4 stalk minced),Vegetable,2.0,0.1,0.4,0.0
1060,2026-02-23,Dinner,0,,466,Onion (1/8 minced in sauce),Vegetable,5.0,0.1,1.2,0.0
1061,2026-02-23,Dinner,0,,467,Crushed Tomatoes (1/2 cup sauce),Vegetable,20.0,1.0,4.0,0.0
1062,2026-02-23,Dinner,0,,468,Parmigiano-Reggiano (1 tbsp),Dairy,22.0,2.0,0.2,1.5
1063,2026-02-23,Snack,0,,469,Cannoli (1 medium),Dessert,240.0,5.0,25.0,13.0
1064,2026-02-23,Snack,0,,470,Ricotta (filling 1 oz),Dairy,49.0,3.2,0.8,3.8
1065,2026-02-23,Snack,0,,471,Pistachio (garnish),Nut,10.0,0.4,0.5,0.8
1066,2026-02-23,Snack,0,,472,Biscotti (1 cookie),Dessert,110.0,2.0,18.0,4.0
1067,2026-02-23,Snack,30,,473,Espresso (for dipping),Beverage,2.0,0.2,0.0,0.0
1068,2026-02-23,Lunch,0,,474,Focaccia (1 square),Grain,250.0,8.0,40.0,7.0
1069,2026-02-23,Lunch,0,,475,Rosemary (1 tsp topping),Condiment,1.0,0.0,0.2,0.0
1070,2026-02-23,Lunch,0,,476,Coarse Salt (garnish),Condiment,0.0,0.0,0.0,0.0
1071,2026-02-23,Lunch,0,,477,Olive Oil (1 tbsp drizzle),Condiment,120.0,0.0,0.0,14.0
1072,2026-02-23,Snack,0,,478,Bruschetta (2 pcs),Snack/Appetizer,180.0,4.0,25.0,7.0
1073,2026-02-23,Snack,0,,479,Balsamic Glaze (1 tsp),Condiment,13.0,0.0,3.0,0.0
1074,2026-02-23,Dinner,500,,480,Ribollita (1.5 cups soup),Meal/Soup,350.0,15.0,55.0,8.0
1075,2026-02-23,Dinner,0,,481,Cannellini Beans (1/2 cup in soup),Legume,105.0,7.0,20.0,0.5
1076,2026-02-23,Dinner,0,,482,Kale (1 cup in soup),Vegetable,33.0,2.9,6.0,0.6
1077,2026-02-23,Dinner,0,,483,Stale Bread (1/2 cup in soup),Grain,80.0,3.0,15.0,1.0
1078,2026-02-23,Dinner,0,,484,Polenta (1 cup creamy),Meal/Grain,150.0,3.0,32.0,1.0
1079,2026-02-23,Dinner,0,,485,Gorgonzola Cheese (1 oz),Dairy,100.0,6.0,0.7,8.0
1080,2026-02-23,Snack,90,,486,Negroni (1 drink),Beverage,190.0,0.0,15.0,0.0
1081,2026-02-23,Snack,0,,487,Gin (1 oz),Beverage,70.0,0.0,0.0,0.0
1082,2026-02-23,Snack,0,,488,Campari (1 oz),Beverage,80.0,0.0,10.0,0.0
1083,2026-02-23,Snack,0,,489,Sweet Vermouth (1 oz),Beverage,40.0,0.0,5.0,0.0
1084,2026-02-23,Snack,0,,490,Orange Peel (garnish),Condiment,1.0,0.0,0.2,0.0
1085,2026-02-23,Dinner,0,,491,Osso Buco (1 serving),Meal/Meat,550.0,45.0,15.0,30.0
1086,2026-02-23,Dinner,0,,492,Gremolata (1 tbsp),Condiment,15.0,0.5,1.0,1.0
1087,2026-02-23,Dinner,0,,493,Risotto alla Milanese (1 cup),Meal/Rice,350.0,10.0,50.0,12.0
1088,2026-02-23,Dinner,0,,494,Saffron (pinch in risotto),Condiment,1.0,0.0,0.1,0.0
1089,2026-02-23,Snack,0,,495,Panettone (1 slice),Dessert,320.0,6.0,50.0,12.0
1090,2026-02-23,Snack,0,,496,Candied Fruit (1 tbsp),Fruit,30.0,0.0,8.0,0.0
1091,2026-02-23,Snack,0,,497,Amaretti Cookie (2 cookies),Dessert,90.0,2.0,12.0,4.0
1092,2026-02-23,Snack,0,,498,Limoncello (1.5 oz shot),Beverage,150.0,0.0,18.0,0.0
1093,2026-02-23,Snack,0,,499,Panna Cotta (1 serving),Dessert,300.0,4.0,25.0,20.0
1094,2026-02-23,Snack,0,,500,Berry Coulis (1 tbsp),Condiment,20.0,0.0,5.0,0.0
1095,2026-02-23,Dinner,0,,501,Saltimbocca (1 serving),Meal/Meat,380.0,38.0,5.0,22.0
1096,2026-02-23,Dinner,0,,502,Prosciutto (1 slice wrapper),Protein/Meat,35.0,4.0,0.0,2.5
1097,2026-02-23,Dinner,0,,503,Sage (2 leaves),Condiment,1.0,0.0,0.1,0.0
1098,2026-02-23,Dinner,0,,504,Polenta (grilled 1 slice),Meal/Grain,120.0,2.5,25.0,1.0
1099,2026-02-23,Dinner,0,,505,Caponata (1/2 cup),Meal/Vegetable,180.0,2.0,15.0,14.0
1100,2026-02-23,Dinner,0,,506,Eggplant (1/2 cup in caponata),Vegetable,40.0,0.5,6.0,2.0
1101,2026-02-23,Dinner,0,,507,Pine Nuts (1/2 tbsp),Nut,48.0,1.0,1.0,5.0
1102,2026-02-23,Dinner,0,,508,Raisins (1 tbsp),Fruit,27.0,0.3,7.0,0.0
1103,2026-02-23,Snack,0,,509,Gelato (Pistachio 1/2 cup),Dessert,220.0,5.0,24.0,12.0
1104,2026-02-23,Snack,0,,510,Waffle Cone (1 small),Grain,70.0,1.0,13.0,1.5
1105,2026-02-23,Dinner,0,,511,Cacio e Pepe (1.5 cups),Meal/Pasta,500.0,18.0,65.0,19.0
1106,2026-02-23,Dinner,0,,512,Pecorino Romano (1/4 cup),Dairy,110.0,7.5,1.0,8.5
1107,2026-02-23,Dinner,0,,513,Black Pepper (1/2 tsp),Condiment,3.0,0.1,0.7,0.0
1108,2026-02-23,Dinner,0,,514,Fiorentina Steak (3oz portion),Protein/Meat,230.0,24.0,0.0,15.0
1109,2026-02-23,Dinner,0,,477,Olive Oil (1 tbsp drizzle),Condiment,120.0,0.0,0.0,14.0
1110,2026-02-23,Dinner,0,,515,Rosemary (garnish),Condiment,1.0,0.0,0.2,0.0
1111,2026-02-23,Dinner,0,,516,White Beans (Tuscan style 1/2 cup),Legume,150.0,8.0,20.0,4.0
1112,2026-02-23,Dinner,0,,517,Garlic (1 clove in beans),Vegetable,4.0,0.2,0.9,0.0
1113,2026-02-23,Dinner,0,,518,Sage (in beans),Condiment,1.0,0.0,0.1,0.0
1114,2026-02-23,Snack,0,,519,Arancini (1 large ball),Snack/Processed,250.0,9.0,30.0,10.0
1115,2026-02-23,Snack,0,,520,Ragù (filling 1 tbsp),Condiment,25.0,1.5,1.0,1.5
1116,2026-02-23,Snack,0,,521,Mozzarella (filling 0.5 oz),Dairy,40.0,3.0,0.5,3.0
1117,2026-02-23,Snack,0,,522,Breadcrumbs (coating),Grain,25.0,0.5,4.0,0.5
1118,2026-02-23,Snack,150,,523,Campari & Soda (1 drink),Beverage,85.0,0.0,10.0,0.0
1119,2026-02-23,Snack,0,,524,Olive (garnish),Fruit,5.0,0.0,0.1,0.5
1120,2026-02-23,Lunch,0,,525,Vitello Tonnato (1 serving),Meal/Meat,380.0,35.0,3.0,25.0
1121,2026-02-23,Lunch,0,,526,Tuna Sauce (2 tbsp),Condiment,100.0,4.0,1.0,9.0
1122,2026-02-23,Lunch,0,,527,Capers (garnish),Condiment,2.0,0.2,0.4,0.1
1123,2026-02-23,Lunch,0,,528,Lemon Slice (garnish),Condiment,1.0,0.0,0.3,0.0
1124,2026-02-23,Dinner,0,,529,Gnocchi alla Sorrentina (1.5 cups),Meal/Pasta,450.0,15.0,60.0,18.0
1125,2026-02-23,Dinner,0,,530,Tomato Sauce (1/2 cup),Condiment,40.0,1.5,7.0,1.0
1126,2026-02-23,Dinner,0,,531,Mozzarella (1 oz melted),Dairy,80.0,6.0,1.0,6.0
1127,2026-02-23,Dinner,0,,532,Basil (fresh garnish),Condiment,1.0,0.1,0.0,0.0
1128,2026-02-23,Dinner,0,,533,Pesto (1/4 cup),Condiment,290.0,5.0,4.0,29.0
1129,2026-02-23,Dinner,0,,534,Pine Nuts (1 tbsp in pesto),Nut,95.0,2.0,2.0,10.0
1130,2026-02-23,Dinner,0,,535,Garlic (1/2 clove in pesto),Vegetable,2.0,0.1,0.5,0.0
1131,2026-02-23,Dinner,0,,536,Trofie Pasta (1 cup cooked),Grain,210.0,7.0,43.0,1.0
1132,2026-02-23,Dinner,0,,537,Green Beans (1/2 cup w/ pasta),Vegetable,15.0,0.9,3.5,0.1
1133,2026-02-23,Dinner,0,,538,Potato (1/2 w/ pasta),Vegetable,65.0,1.0,15.0,0.1
1134,2026-02-23,Snack,120,,539,Espresso Martini (1 drink),Beverage,280.0,0.5,25.0,0.0
1135,2026-02-23,Snack,0,,540,Vodka (1.5 oz),Beverage,97.0,0.0,0.0,0.0
1136,2026-02-23,Snack,0,,541,Coffee Liqueur (1 oz),Beverage,100.0,0.0,15.0,0.0
1137,2026-02-23,Snack,0,,542,Espresso (1 oz in drink),Beverage,3.0,0.3,0.0,0.1
1138,2026-02-23,Snack,0,,543,Simple Syrup (1/2 oz),Condiment,30.0,0.0,8.0,0.0
1139,2026-02-23,Snack,0,,544,Coffee Beans (3 garnish),Snack,2.0,0.1,0.3,0.0
1140,2026-02-23,Snack,0,,545,Baba Ganoush (1/4 cup),Meal/Vegetable,100.0,2.0,8.0,7.0
1141,2026-02-23,Snack,0,,546,Pita Bread (1 white),Grain,165.0,5.5,33.0,1.2
1142,2026-02-23,Lunch,0,,547,Falafel (3 pieces),Meal/Vegetarian,180.0,6.0,18.0,9.0
1143,2026-02-23,Lunch,0,,548,Tahini Sauce (1 tbsp),Condiment,30.0,1.0,1.5,2.5
1144,2026-02-23,Lunch,0,,549,Pickled Turnips (2 tbsp),Vegetable,10.0,0.2,2.0,0.0
1145,2026-02-23,Lunch,250,,550,Shawarma (Chicken 1 wrap),Meal/Processed,550.0,30.0,50.0,25.0
1146,2026-02-23,Lunch,0,,551,Garlic Sauce (1 tbsp),Condiment,90.0,0.1,1.0,10.0
1147,2026-02-23,Lunch,0,,552,Hummus (1/4 cup),Legume,130.0,5.0,10.0,8.0
1148,2026-02-23,Lunch,0,,553,Tabouli (1/2 cup),Meal/Vegetarian,120.0,3.0,15.0,6.0
1149,2026-02-23,Lunch,0,,554,Bulgur (1/4 cup in tabouli),Grain,76.0,2.7,16.8,0.2
1150,2026-02-23,Lunch,0,,555,Parsley (1/4 cup in tabouli),Vegetable,5.0,0.3,1.0,0.1
1151,2026-02-23,Lunch,0,,556,Mint (1 tbsp in tabouli),Condiment,1.0,0.1,0.1,0.0
1152,2026-02-23,Lunch,0,,557,Lemon Juice (1 tbsp dressing),Condiment,4.0,0.1,1.3,0.0
1153,2026-02-23,Lunch,0,,558,Olive Oil (1 tbsp dressing),Condiment,120.0,0.0,0.0,14.0
1154,2026-02-23,Snack,0,,559,Kibbeh (1 piece fried),Meal/Meat,230.0,9.0,20.0,13.0
1155,2026-02-23,Snack,0,,560,Pine Nuts (1/2 tbsp filling),Nut,48.0,1.0,1.0,5.0
1156,2026-02-23,Snack,0,,561,Ground Lamb (1 oz filling),Protein/Meat,80.0,5.5,0.0,6.0
1157,2026-02-23,Snack,0,,562,Bulgur (1 tbsp shell),Grain,15.0,0.5,3.4,0.0
1158,2026-02-23,Lunch,250,,563,Lentil Soup (1 cup Middle Eastern),Meal/Legume,200.0,10.0,30.0,5.0
1159,2026-02-23,Lunch,0,,564,Cumin (1 tsp),Condiment,8.0,0.3,1.5,0.5
1160,2026-02-23,Lunch,0,,565,Coriander (1 tsp),Condiment,5.0,0.1,1.0,0.2
1161,2026-02-23,Lunch,0,,566,Lemon Juice (1 tsp in soup),Condiment,1.0,0.0,0.4,0.0
1162,2026-02-23,Lunch,0,,567,Pita Crisps (1 oz),Snack/Processed,130.0,3.0,18.0,5.0
1163,2026-02-23,Breakfast,0,,568,Manakeesh (Za'atar 1 small),Meal/Vegetarian,300.0,7.0,45.0,10.0
1164,2026-02-23,Breakfast,0,,569,Za'atar (1 tbsp),Condiment,40.0,1.0,3.0,3.0
1165,2026-02-23,Breakfast,0,,570,Olive Oil (1 tbsp on bread),Condiment,120.0,0.0,0.0,14.0
1166,2026-02-23,Breakfast,0,,571,Labneh (2 tbsp),Dairy,60.0,4.0,2.0,4.0
1167,2026-02-23,Breakfast,0,,572,Cucumber (1/4 cup side),Vegetable,8.0,0.3,1.8,0.0
1168,2026-02-23,Breakfast,0,,573,Tomato (1/4 cup side),Vegetable,8.0,0.3,1.8,0.1
1169,2026-02-23,Breakfast,0,,574,Olives (5 side),Fruit,35.0,0.2,1.0,3.5
1170,2026-02-23,Breakfast,240,,575,Mint Tea (1 cup),Beverage,2.0,0.1,0.5,0.0
1171,2026-02-23,Snack,0,,576,Stuffed Grape Leaves (3 pcs),Meal/Vegetarian,150.0,3.0,20.0,7.0
1172,2026-02-23,Snack,0,,577,Rice (1/4 cup filling),Grain,51.0,1.1,11.1,0.1
1173,2026-02-23,Snack,60,,578,Turkish Coffee (1 small cup),Beverage,5.0,0.2,0.5,0.0
1174,2026-02-23,Snack,0,,579,Cardamom (in coffee),Condiment,1.0,0.0,0.2,0.0
1175,2026-02-23,Dinner,0,,580,Shish Tawook (2 skewers),Meal/Meat,300.0,35.0,5.0,16.0
1176,2026-02-23,Dinner,0,,581,Garlic Sauce (Toum 1 tbsp),Condiment,90.0,0.1,1.0,10.0
1177,2026-02-23,Dinner,0,,582,French Fries (side),Vegetable/Processed,340.0,4.0,44.0,17.0
1178,2026-02-23,Dinner,0,,583,Pickled Cucumber (1/4 cup),Vegetable,10.0,0.5,2.0,0.0
1179,2026-02-23,Lunch,0,,584,Fattoush Salad (1.5 cups),Meal/Vegetarian,250.0,5.0,25.0,15.0
1180,2026-02-23,Lunch,0,,585,Fried Pita (1/2 pita in salad),Grain,80.0,2.0,12.0,3.0
1181,2026-02-23,Lunch,0,,586,Sumac (1/2 tsp dressing),Condiment,5.0,0.1,1.0,0.2
1182,2026-02-23,Lunch,0,,587,Pomegranate Molasses (1 tsp),Condiment,15.0,0.0,4.0,0.0
1183,2026-02-23,Breakfast,250,,1,Scrambled Eggs (2 large),Protein/Dairy,180.0,12.0,2.0,14.0
1184,2026-02-23,Breakfast,0,,2,Whole Wheat Toast (1 slice),Grain,80.0,4.0,14.0,1.0
1185,2026-02-23,Breakfast,0,,3,Coffee (black),Beverage,5.0,0.3,0.0,0.1
1186,2026-02-23,Breakfast,0,,4,Banana,Fruit,105.0,1.3,27.0,0.4
1187,2026-02-23,Lunch,500,,5,Grilled Chicken Salad,Meal/Protein,350.0,30.0,10.0,20.0
1188,2026-02-23,Snack,0,,6,Apple,Fruit,95.0,0.5,25.0,0.3
1189,2026-02-23,Dinner,250,,7,Salmon (4oz grilled),Protein/Fish,230.0,25.0,0.0,14.0
1190,2026-02-23,Dinner,0,,8,Quinoa (1 cup cooked),Grain,222.0,8.0,39.0,3.6
1191,2026-02-23,Dinner,0,,9,Steamed Broccoli (1 cup),Vegetable,55.0,3.7,11.2,0.6
1192,2026-02-23,Snack,250,,10,Greek Yogurt (plain 1 cup),Dairy,150.0,25.0,8.0,3.0
1193,2026-02-23,Breakfast,250,,11,Oatmeal (1 cup cooked),Grain,160.0,6.0,28.0,3.0
1194,2026-02-23,Breakfast,0,,12,Blueberries (1/2 cup),Fruit,42.0,0.5,11.0,0.2
1195,2026-02-23,Snack,0,,13,Almonds (1 oz),Nut,164.0,6.0,6.0,14.0
1196,2026-02-23,Lunch,500,,14,Turkey Sandwich (on wheat),Meal/Processed,340.0,22.0,34.0,12.0
1197,2026-02-23,Snack,0,,15,Carrot Sticks (1 cup),Vegetable,52.0,1.2,12.3,0.3
1198,2026-02-23,Dinner,250,,16,Spaghetti Bolognese,Meal/Pasta,460.0,20.0,55.0,18.0
1199,2026-02-23,Dinner,0,,17,Side Salad (light dressing),Vegetable,70.0,2.0,8.0,4.0
1200,2026-02-23,Snack,500,,18,Protein Shake (Whey),Supplement,120.0,24.0,3.0,1.0
1201,2026-02-23,Breakfast,0,,19,Cereal (Frosted Flakes 1 cup),Grain/Processed,130.0,2.0,31.0,0.0
1202,2026-02-23,Lunch,250,,20,Lentil Soup (1 can),Meal/Legume,230.0,15.0,35.0,3.0
1203,2026-02-23,Dinner,0,,21,White Rice (1 cup cooked),Grain,204.0,4.2,44.5,0.4
1204,2026-02-23,Dinner,250,,22,Tofu Stir-fry,Meal/Vegetarian,400.0,18.0,30.0,22.0
1205,2026-02-23,Snack,0,,23,Orange,Fruit,62.0,1.2,15.4,0.2
1206,2026-02-23,Breakfast,250,,24,Bagel (plain),Grain,270.0,11.0,55.0,1.5
1207,2026-02-23,Breakfast,0,,25,Cream Cheese (2 tbsp),Dairy,100.0,2.0,2.0,10.0
1208,2026-02-23,Lunch,500,,26,Tuna Salad (1/2 cup),Meal/Fish,190.0,19.0,2.0,12.0
1209,2026-02-23,Lunch,0,,27,Crackers (5 whole wheat),Grain/Processed,90.0,2.0,14.0,3.0
1210,2026-02-23,Dinner,250,,28,Beef Steak (6oz sirloin),Protein/Meat,270.0,42.0,0.0,10.0
1211,2026-02-23,Dinner,0,,29,Baked Potato (medium),Vegetable,160.0,4.3,36.0,0.2
1212,2026-02-23,Snack,0,,30,Ice Cream (1/2 cup vanilla),Dairy/Dessert,145.0,2.5,17.0,7.5
1213,2026-02-23,Dinner,250,,31,Pizza (1 slice pepperoni),Meal/Processed,290.0,12.0,34.0,12.0
1214,2026-02-23,Breakfast,500,,32,Avocado Toast (1 slice),Meal/Vegetarian,260.0,7.0,28.0,15.0
1215,2026-02-23,Snack,0,,33,Hard-Boiled Egg (1 large),Protein,78.0,6.3,0.6,5.3
1216,2026-02-23,Lunch,250,,34,Chicken Wrap (with tortilla),Meal/Processed,410.0,25.0,38.0,17.0
1217,2026-02-23,Snack,0,,35,Grapes (1 cup),Fruit,104.0,1.1,27.0,0.2
1218,2026-02-23,Snack,0,,36,Cottage Cheese (1/2 cup),Dairy,90.0,12.0,5.0,3.0
1219,2026-02-23,Dinner,500,,37,Burger (cheeseburger),Meal/Processed,550.0,30.0,40.0,30.0
1220,2026-02-23,Dinner,0,,38,French Fries (medium),Vegetable/Processed,340.0,4.0,44.0,17.0
1221,2026-02-23,Snack,500,,39,Protein Bar,Supplement/Processed,210.0,20.0,22.0,7.0
1222,2026-02-23,Lunch,0,,40,Black Beans (1/2 cup),Legume,114.0,7.6,20.4,0.5
1223,2026-02-23,Lunch,0,,41,Salsa (1/4 cup),Vegetable,20.0,0.8,4.5,0.1
1224,2026-02-23,Lunch,250,,42,Chicken Noodle Soup (1 can),Meal/Processed,150.0,7.0,18.0,5.0
1225,2026-02-23,Snack,0,,43,Peanut Butter (2 tbsp),Nut,190.0,7.0,8.0,16.0
1226,2026-02-23,Snack,0,,44,Celery Sticks (1 cup),Vegetable,14.0,0.6,3.0,0.2
1227,2026-02-23,Dinner,250,,45,Cod (4oz baked),Protein/Fish,95.0,20.0,0.0,0.8
1228,2026-02-23,Dinner,0,,46,Green Beans (1 cup),Vegetable,31.0,1.8,7.0,0.2
1229,2026-02-23,Snack,0,,47,Chocolate Chip Cookie (1 large),Dessert,220.0,2.5,30.0,11.0
1230,2026-02-23,Dinner,250,,48,Shrimp (3oz steamed),Protein/Fish,84.0,20.0,0.2,0.2
1231,2026-02-23,Breakfast,0,,49,Pancakes (2 medium),Grain,180.0,5.0,30.0,5.0
1232,2026-02-23,Breakfast,0,,50,Maple Syrup (2 tbsp),Condiment,104.0,0.0,27.0,0.0
1233,2026-02-23,Breakfast,0,,51,Sausage Link (1 cooked),Protein/Meat,85.0,5.0,1.0,7.0
1234,2026-02-23,Breakfast,250,,52,Smoothie (Fruit & Yogurt),Beverage/Meal,280.0,12.0,55.0,3.0
1235,2026-02-23,Lunch,0,,53,Tofu (4oz firm),Protein/Vegetarian,90.0,10.0,3.0,5.0
1236,2026-02-23,Lunch,0,,54,Brown Rice (1 cup cooked),Grain,215.0,5.0,45.0,1.8
1237,2026-02-23,Lunch,0,,55,Bell Pepper (1 medium red),Vegetable,31.0,1.2,6.0,0.3
1238,2026-02-23,Snack,0,,56,Hummus (2 tbsp),Legume,70.0,2.0,4.0,5.0
1239,2026-02-23,Snack,0,,57,Pita Bread (1 whole wheat),Grain,170.0,6.0,35.0,1.5
1240,2026-02-23,Dinner,250,,58,Pork Chop (4oz grilled),Protein/Meat,220.0,30.0,0.0,10.0
1241,2026-02-23,Dinner,0,,59,Mashed Potatoes (1 cup),Vegetable,230.0,4.0,35.0,8.0
1242,2026-02-23,Dinner,0,,60,Corn (1 cup),Vegetable,132.0,4.7,30.0,1.8
1243,2026-02-23,Snack,355,,61,Soda (1 can Coke),Beverage,140.0,0.0,39.0,0.0
1244,2026-02-23,Snack,0,,62,Pretzels (1 oz),Grain/Processed,110.0,3.0,23.0,1.0
1245,2026-02-23,Snack,0,,63,Cheddar Cheese (1 oz),Dairy,115.0,7.0,1.0,9.5
1246,2026-02-23,Lunch,250,,64,Caesar Salad (with chicken),Meal/Protein,470.0,30.0,15.0,30.0
1247,2026-02-23,Breakfast,240,,65,Orange Juice (1 cup),Beverage,112.0,1.7,25.8,0.5
1248,2026-02-23,Breakfast,0,,66,Bacon (2 slices cooked),Protein/Meat,86.0,6.0,0.2,6.8
1249,2026-02-23,Breakfast,0,,67,Waffles (2 homemade),Grain,220.0,6.0,28.0,9.0
1250,2026-02-23,Snack,0,,68,Pear,Fruit,101.0,0.6,27.0,0.2
1251,2026-02-23,Lunch,500,,69,Chicken Breast (4oz roasted),Protein/Meat,185.0,35.0,0.0,4.0
1252,2026-02-23,Snack,0,,70,Mixed Nuts (1/4 cup),Nut,200.0,6.0,8.0,18.0
1253,2026-02-23,Dinner,0,,71,Tilapia (4oz baked),Protein/Fish,110.0,22.0,0.0,2.5
1254,2026-02-23,Dinner,0,,72,Asparagus (1 cup steamed),Vegetable,40.0,4.3,7.4,0.4
1255,2026-02-23,Dinner,0,,73,Sweet Potato (1 medium baked),Vegetable,103.0,2.3,23.6,0.2
1256,2026-02-23,Snack,250,,74,Popcorn (3 cups air-popped),Grain,93.0,3.0,18.6,1.1
1257,2026-02-23,Snack,0,,75,Raisins (1/4 cup),Fruit,130.0,1.3,34.0,0.2
1258,2026-02-23,Lunch,250,,76,Macaroni & Cheese (1 cup),Meal/Pasta,350.0,10.0,40.0,17.0
1259,2026-02-23,Lunch,0,,77,Tomato Soup (1 can),Meal/Vegetable,170.0,4.0,25.0,6.0
1260,2026-02-23,Lunch,0,,78,Grilled Cheese Sandwich,Meal/Processed,390.0,15.0,32.0,22.0
1261,2026-02-23,Dinner,500,,79,Beef Tacos (2 hard shell),Meal/Meat,380.0,18.0,28.0,22.0
1262,2026-02-23,Dinner,0,,80,Refried Beans (1/2 cup),Legume,115.0,7.0,19.0,1.0
1263,2026-02-23,Dinner,0,,81,Guacamole (1/4 cup),Vegetable/Condiment,90.0,1.0,4.0,8.0
